,benchmark,forks,jdkVersion,jmhVersion,jvm,jvmArgs,measurementBatchSize,measurementIterations,measurementTime,mode,params,threads,vmName,vmVersion,warmupBatchSize,warmupIterations,warmupTime,numentries,tablesizemax,tablesizesum,totalmemory
10,de.heidelberg.pvs.container_bench.benchmarks.wordcount.EclipseUpdateValue.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,65536.0,80128.0,1335976.0
11,de.heidelberg.pvs.container_bench.benchmarks.wordcount.EclipseUpdateValue.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,262144.0,331572.0,5891752.0
12,de.heidelberg.pvs.container_bench.benchmarks.wordcount.EclipseUpdateValue.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,0.0,0.0,47760.0
13,de.heidelberg.pvs.container_bench.benchmarks.wordcount.EclipseUpdateValue.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,0.0,0.0,315264.0
14,de.heidelberg.pvs.container_bench.benchmarks.wordcount.EclipseUpdateValue.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,0.0,0.0,1635896.0
15,de.heidelberg.pvs.container_bench.benchmarks.wordcount.EclipseUpdateValue.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'ECLIPSE_O2O_TREE', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,0.0,0.0,7304864.0
16,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToA.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,48.0,48.0,43528.0
17,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToA.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,48.0,48.0,288536.0
18,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToA.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,48.0,48.0,1499224.0
19,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToA.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,48.0,48.0,6693240.0
20,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToH.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1026.0,2052.0,35736.0
21,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToH.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8194.0,16388.0,250408.0
22,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToH.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32770.0,65540.0,1224904.0
23,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToH.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131074.0,262148.0,5362568.0
24,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToR.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,64.0,128.0,43816.0
25,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToR.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,64.0,128.0,288824.0
26,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToR.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,64.0,128.0,1499512.0
27,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerAddToR.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,64.0,128.0,6693528.0
28,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1026.0,2052.0,35736.0
29,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8194.0,16388.0,250408.0
30,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32770.0,65540.0,1224904.0
31,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_HASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131074.0,262148.0,5362568.0
32,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_LINKEDHASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1026.0,3077.0,43968.0
33,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_LINKEDHASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8194.0,24581.0,315984.0
34,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_LINKEDHASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32770.0,98309.0,1487088.0
35,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_LINKEDHASH', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,131074.0,393221.0,6411184.0
36,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,48.0,48.0,43528.0
37,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,48.0,48.0,288536.0
38,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,48.0,48.0,1499224.0
39,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_AVL', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,48.0,48.0,6693240.0
40,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,64.0,128.0,43816.0
41,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,64.0,128.0,288824.0
42,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,64.0,128.0,1499512.0
43,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,64.0,128.0,6693528.0
44,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,512.0,1024.0,31592.0
45,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,4096.0,8192.0,217592.0
46,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,65536.0,1224856.0
47,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,-1.0,-1.0,5362520.0
48,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,1000.0,1024.0,1024.0,55576.0
49,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,10000.0,8192.0,8192.0,373096.0
50,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,100000.0,32768.0,32768.0,1898488.0
51,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,1000000.0,131072.0,131072.0,8407112.0
52,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_LINKEDHASH_MULTISET', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,1000.0,1024.0,1024.0,59576.0
53,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_LINKEDHASH_MULTISET', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,10000.0,8192.0,8192.0,399016.0
54,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_LINKEDHASH_MULTISET', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,100000.0,32768.0,32768.0,2032608.0
55,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_LINKEDHASH_MULTISET', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,1000000.0,131072.0,131072.0,9001928.0
56,de.heidelberg.pvs.container_bench.benchmarks.wordcount.HPPCGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'HPPC_O2O_HASH', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,1026.0,2052.0,36072.0
57,de.heidelberg.pvs.container_bench.benchmarks.wordcount.HPPCGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'HPPC_O2O_HASH', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,8194.0,16388.0,251320.0
58,de.heidelberg.pvs.container_bench.benchmarks.wordcount.HPPCGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'HPPC_O2O_HASH', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32770.0,65540.0,1227560.0
