,benchmark,forks,jdkVersion,jmhVersion,jvm,jvmArgs,measurementBatchSize,measurementIterations,measurementTime,mode,params,primaryMetric,secondaryMetrics,threads,vmName,vmVersion,warmupBatchSize,warmupIterations,warmupTime,numentries,tablesizemax,tablesizesum,totalmemory,impl,payloadType,workload,size,bench_id,class,clazz,method
42,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}","{'score': 54053.191, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 54053.191, '50.0': 54053.191, '90.0': 54053.191, '95.0': 54053.191, '99.0': 54053.191, '99.9': 54053.191, '99.99': 54053.191, '99.999': 54053.191, '99.9999': 54053.191, '100.0': 54053.191}, 'scoreUnit': 'us/op', 'rawData': [[54053.191]]}","{'numentries': {'score': 16764.0, 'scoreError': 'NaN', 'scoreConfidence': [16764.0, 16764.0], 'scorePercentiles': {'0.0': 16764.0, '50.0': 16764.0, '90.0': 16764.0, '95.0': 16764.0, '99.0': 16764.0, '99.9': 16764.0, '99.99': 16764.0, '99.999': 16764.0, '99.9999': 16764.0, '100.0': 16764.0}, 'scoreUnit': '#', 'rawData': [[16764.0]]}, 'tablesizemax': {'score': 64.0, 'scoreError': 'NaN', 'scoreConfidence': [64.0, 64.0], 'scorePercentiles': {'0.0': 64.0, '50.0': 64.0, '90.0': 64.0, '95.0': 64.0, '99.0': 64.0, '99.9': 64.0, '99.99': 64.0, '99.999': 64.0, '99.9999': 64.0, '100.0': 64.0}, 'scoreUnit': '#', 'rawData': [[64.0]]}, 'tablesizesum': {'score': 128.0, 'scoreError': 'NaN', 'scoreConfidence': [128.0, 128.0], 'scorePercentiles': {'0.0': 128.0, '50.0': 128.0, '90.0': 128.0, '95.0': 128.0, '99.0': 128.0, '99.9': 128.0, '99.99': 128.0, '99.999': 128.0, '99.9999': 128.0, '100.0': 128.0}, 'scoreUnit': '#', 'rawData': [[128.0]]}, 'totalmemory': {'score': 1499512.0, 'scoreError': 'NaN', 'scoreConfidence': [1499512.0, 1499512.0], 'scorePercentiles': {'0.0': 1499512.0, '50.0': 1499512.0, '90.0': 1499512.0, '95.0': 1499512.0, '99.0': 1499512.0, '99.9': 1499512.0, '99.99': 1499512.0, '99.999': 1499512.0, '99.9999': 1499512.0, '100.0': 1499512.0}, 'scoreUnit': '#', 'rawData': [[1499512.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,64.0,128.0,1499512.0,FASTUTIL_O2I_RB,_,WORDCOUNT,100000,wordcount,FastutilIntegerGetPut,FastutilIntegerGetPut,wordcount
43,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_RB', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}","{'score': 431485.308, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 431485.308, '50.0': 431485.308, '90.0': 431485.308, '95.0': 431485.308, '99.0': 431485.308, '99.9': 431485.308, '99.99': 431485.308, '99.999': 431485.308, '99.9999': 431485.308, '100.0': 431485.308}, 'scoreUnit': 'us/op', 'rawData': [[431485.308]]}","{'numentries': {'score': 74351.0, 'scoreError': 'NaN', 'scoreConfidence': [74351.0, 74351.0], 'scorePercentiles': {'0.0': 74351.0, '50.0': 74351.0, '90.0': 74351.0, '95.0': 74351.0, '99.0': 74351.0, '99.9': 74351.0, '99.99': 74351.0, '99.999': 74351.0, '99.9999': 74351.0, '100.0': 74351.0}, 'scoreUnit': '#', 'rawData': [[74351.0]]}, 'tablesizemax': {'score': 64.0, 'scoreError': 'NaN', 'scoreConfidence': [64.0, 64.0], 'scorePercentiles': {'0.0': 64.0, '50.0': 64.0, '90.0': 64.0, '95.0': 64.0, '99.0': 64.0, '99.9': 64.0, '99.99': 64.0, '99.999': 64.0, '99.9999': 64.0, '100.0': 64.0}, 'scoreUnit': '#', 'rawData': [[64.0]]}, 'tablesizesum': {'score': 128.0, 'scoreError': 'NaN', 'scoreConfidence': [128.0, 128.0], 'scorePercentiles': {'0.0': 128.0, '50.0': 128.0, '90.0': 128.0, '95.0': 128.0, '99.0': 128.0, '99.9': 128.0, '99.99': 128.0, '99.999': 128.0, '99.9999': 128.0, '100.0': 128.0}, 'scoreUnit': '#', 'rawData': [[128.0]]}, 'totalmemory': {'score': 6693528.0, 'scoreError': 'NaN', 'scoreConfidence': [6693528.0, 6693528.0], 'scorePercentiles': {'0.0': 6693528.0, '50.0': 6693528.0, '90.0': 6693528.0, '95.0': 6693528.0, '99.0': 6693528.0, '99.9': 6693528.0, '99.99': 6693528.0, '99.999': 6693528.0, '99.9999': 6693528.0, '100.0': 6693528.0}, 'scoreUnit': '#', 'rawData': [[6693528.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,64.0,128.0,6693528.0,FASTUTIL_O2I_RB,_,WORDCOUNT,1000000,wordcount,FastutilIntegerGetPut,FastutilIntegerGetPut,wordcount
44,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}","{'score': 2496.281, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 2496.281, '50.0': 2496.281, '90.0': 2496.281, '95.0': 2496.281, '99.0': 2496.281, '99.9': 2496.281, '99.99': 2496.281, '99.999': 2496.281, '99.9999': 2496.281, '100.0': 2496.281}, 'scoreUnit': 'us/op', 'rawData': [[2496.281]]}","{'numentries': {'score': 499.0, 'scoreError': 'NaN', 'scoreConfidence': [499.0, 499.0], 'scorePercentiles': {'0.0': 499.0, '50.0': 499.0, '90.0': 499.0, '95.0': 499.0, '99.0': 499.0, '99.9': 499.0, '99.99': 499.0, '99.999': 499.0, '99.9999': 499.0, '100.0': 499.0}, 'scoreUnit': '#', 'rawData': [[499.0]]}, 'tablesizemax': {'score': 512.0, 'scoreError': 'NaN', 'scoreConfidence': [512.0, 512.0], 'scorePercentiles': {'0.0': 512.0, '50.0': 512.0, '90.0': 512.0, '95.0': 512.0, '99.0': 512.0, '99.9': 512.0, '99.99': 512.0, '99.999': 512.0, '99.9999': 512.0, '100.0': 512.0}, 'scoreUnit': '#', 'rawData': [[512.0]]}, 'tablesizesum': {'score': 1024.0, 'scoreError': 'NaN', 'scoreConfidence': [1024.0, 1024.0], 'scorePercentiles': {'0.0': 1024.0, '50.0': 1024.0, '90.0': 1024.0, '95.0': 1024.0, '99.0': 1024.0, '99.9': 1024.0, '99.99': 1024.0, '99.999': 1024.0, '99.9999': 1024.0, '100.0': 1024.0}, 'scoreUnit': '#', 'rawData': [[1024.0]]}, 'totalmemory': {'score': 31592.0, 'scoreError': 'NaN', 'scoreConfidence': [31592.0, 31592.0], 'scorePercentiles': {'0.0': 31592.0, '50.0': 31592.0, '90.0': 31592.0, '95.0': 31592.0, '99.0': 31592.0, '99.9': 31592.0, '99.99': 31592.0, '99.999': 31592.0, '99.9999': 31592.0, '100.0': 31592.0}, 'scoreUnit': '#', 'rawData': [[31592.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,499.0,512.0,1024.0,31592.0,FASTUTIL_O2I_ARRAY,_,WORDCOUNT,1000,wordcount,FastutilIntegerGetPut,FastutilIntegerGetPut,wordcount
45,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}","{'score': 86805.68, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 86805.68, '50.0': 86805.68, '90.0': 86805.68, '95.0': 86805.68, '99.0': 86805.68, '99.9': 86805.68, '99.99': 86805.68, '99.999': 86805.68, '99.9999': 86805.68, '100.0': 86805.68}, 'scoreUnit': 'us/op', 'rawData': [[86805.68]]}","{'numentries': {'score': 3239.0, 'scoreError': 'NaN', 'scoreConfidence': [3239.0, 3239.0], 'scorePercentiles': {'0.0': 3239.0, '50.0': 3239.0, '90.0': 3239.0, '95.0': 3239.0, '99.0': 3239.0, '99.9': 3239.0, '99.99': 3239.0, '99.999': 3239.0, '99.9999': 3239.0, '100.0': 3239.0}, 'scoreUnit': '#', 'rawData': [[3239.0]]}, 'tablesizemax': {'score': 4096.0, 'scoreError': 'NaN', 'scoreConfidence': [4096.0, 4096.0], 'scorePercentiles': {'0.0': 4096.0, '50.0': 4096.0, '90.0': 4096.0, '95.0': 4096.0, '99.0': 4096.0, '99.9': 4096.0, '99.99': 4096.0, '99.999': 4096.0, '99.9999': 4096.0, '100.0': 4096.0}, 'scoreUnit': '#', 'rawData': [[4096.0]]}, 'tablesizesum': {'score': 8192.0, 'scoreError': 'NaN', 'scoreConfidence': [8192.0, 8192.0], 'scorePercentiles': {'0.0': 8192.0, '50.0': 8192.0, '90.0': 8192.0, '95.0': 8192.0, '99.0': 8192.0, '99.9': 8192.0, '99.99': 8192.0, '99.999': 8192.0, '99.9999': 8192.0, '100.0': 8192.0}, 'scoreUnit': '#', 'rawData': [[8192.0]]}, 'totalmemory': {'score': 217592.0, 'scoreError': 'NaN', 'scoreConfidence': [217592.0, 217592.0], 'scorePercentiles': {'0.0': 217592.0, '50.0': 217592.0, '90.0': 217592.0, '95.0': 217592.0, '99.0': 217592.0, '99.9': 217592.0, '99.99': 217592.0, '99.999': 217592.0, '99.9999': 217592.0, '100.0': 217592.0}, 'scoreUnit': '#', 'rawData': [[217592.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,3239.0,4096.0,8192.0,217592.0,FASTUTIL_O2I_ARRAY,_,WORDCOUNT,10000,wordcount,FastutilIntegerGetPut,FastutilIntegerGetPut,wordcount
46,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}","{'score': 5853880.62, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 5853880.62, '50.0': 5853880.62, '90.0': 5853880.62, '95.0': 5853880.62, '99.0': 5853880.62, '99.9': 5853880.62, '99.99': 5853880.62, '99.999': 5853880.62, '99.9999': 5853880.62, '100.0': 5853880.62}, 'scoreUnit': 'us/op', 'rawData': [[5853880.62]]}","{'numentries': {'score': 16764.0, 'scoreError': 'NaN', 'scoreConfidence': [16764.0, 16764.0], 'scorePercentiles': {'0.0': 16764.0, '50.0': 16764.0, '90.0': 16764.0, '95.0': 16764.0, '99.0': 16764.0, '99.9': 16764.0, '99.99': 16764.0, '99.999': 16764.0, '99.9999': 16764.0, '100.0': 16764.0}, 'scoreUnit': '#', 'rawData': [[16764.0]]}, 'tablesizemax': {'score': 32768.0, 'scoreError': 'NaN', 'scoreConfidence': [32768.0, 32768.0], 'scorePercentiles': {'0.0': 32768.0, '50.0': 32768.0, '90.0': 32768.0, '95.0': 32768.0, '99.0': 32768.0, '99.9': 32768.0, '99.99': 32768.0, '99.999': 32768.0, '99.9999': 32768.0, '100.0': 32768.0}, 'scoreUnit': '#', 'rawData': [[32768.0]]}, 'tablesizesum': {'score': 65536.0, 'scoreError': 'NaN', 'scoreConfidence': [65536.0, 65536.0], 'scorePercentiles': {'0.0': 65536.0, '50.0': 65536.0, '90.0': 65536.0, '95.0': 65536.0, '99.0': 65536.0, '99.9': 65536.0, '99.99': 65536.0, '99.999': 65536.0, '99.9999': 65536.0, '100.0': 65536.0}, 'scoreUnit': '#', 'rawData': [[65536.0]]}, 'totalmemory': {'score': 1224856.0, 'scoreError': 'NaN', 'scoreConfidence': [1224856.0, 1224856.0], 'scorePercentiles': {'0.0': 1224856.0, '50.0': 1224856.0, '90.0': 1224856.0, '95.0': 1224856.0, '99.0': 1224856.0, '99.9': 1224856.0, '99.99': 1224856.0, '99.999': 1224856.0, '99.9999': 1224856.0, '100.0': 1224856.0}, 'scoreUnit': '#', 'rawData': [[1224856.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,16764.0,32768.0,65536.0,1224856.0,FASTUTIL_O2I_ARRAY,_,WORDCOUNT,100000,wordcount,FastutilIntegerGetPut,FastutilIntegerGetPut,wordcount
47,de.heidelberg.pvs.container_bench.benchmarks.wordcount.FastutilIntegerGetPut.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'FASTUTIL_O2I_ARRAY', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}","{'score': 611861689.38, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 611861689.38, '50.0': 611861689.38, '90.0': 611861689.38, '95.0': 611861689.38, '99.0': 611861689.38, '99.9': 611861689.38, '99.99': 611861689.38, '99.999': 611861689.38, '99.9999': 611861689.38, '100.0': 611861689.38}, 'scoreUnit': 'us/op', 'rawData': [[611861689.38]]}","{'numentries': {'score': 74351.0, 'scoreError': 'NaN', 'scoreConfidence': [74351.0, 74351.0], 'scorePercentiles': {'0.0': 74351.0, '50.0': 74351.0, '90.0': 74351.0, '95.0': 74351.0, '99.0': 74351.0, '99.9': 74351.0, '99.99': 74351.0, '99.999': 74351.0, '99.9999': 74351.0, '100.0': 74351.0}, 'scoreUnit': '#', 'rawData': [[74351.0]]}, 'tablesizemax': {'score': -1.0, 'scoreError': 'NaN', 'scoreConfidence': [-1.0, -1.0], 'scorePercentiles': {'0.0': -1.0, '50.0': -1.0, '90.0': -1.0, '95.0': -1.0, '99.0': -1.0, '99.9': -1.0, '99.99': -1.0, '99.999': -1.0, '99.9999': -1.0, '100.0': -1.0}, 'scoreUnit': '#', 'rawData': [[-1.0]]}, 'tablesizesum': {'score': -1.0, 'scoreError': 'NaN', 'scoreConfidence': [-1.0, -1.0], 'scorePercentiles': {'0.0': -1.0, '50.0': -1.0, '90.0': -1.0, '95.0': -1.0, '99.0': -1.0, '99.9': -1.0, '99.99': -1.0, '99.999': -1.0, '99.9999': -1.0, '100.0': -1.0}, 'scoreUnit': '#', 'rawData': [[-1.0]]}, 'totalmemory': {'score': 5362520.0, 'scoreError': 'NaN', 'scoreConfidence': [5362520.0, 5362520.0], 'scorePercentiles': {'0.0': 5362520.0, '50.0': 5362520.0, '90.0': 5362520.0, '95.0': 5362520.0, '99.0': 5362520.0, '99.9': 5362520.0, '99.99': 5362520.0, '99.999': 5362520.0, '99.9999': 5362520.0, '100.0': 5362520.0}, 'scoreUnit': '#', 'rawData': [[5362520.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,74351.0,-1.0,-1.0,5362520.0,FASTUTIL_O2I_ARRAY,_,WORDCOUNT,1000000,wordcount,FastutilIntegerGetPut,FastutilIntegerGetPut,wordcount
48,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '1000', 'workload': 'WORDCOUNT'}","{'score': 208.83, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 208.83, '50.0': 208.83, '90.0': 208.83, '95.0': 208.83, '99.0': 208.83, '99.9': 208.83, '99.99': 208.83, '99.999': 208.83, '99.9999': 208.83, '100.0': 208.83}, 'scoreUnit': 'us/op', 'rawData': [[208.83]]}","{'numentries': {'score': 1000.0, 'scoreError': 'NaN', 'scoreConfidence': [1000.0, 1000.0], 'scorePercentiles': {'0.0': 1000.0, '50.0': 1000.0, '90.0': 1000.0, '95.0': 1000.0, '99.0': 1000.0, '99.9': 1000.0, '99.99': 1000.0, '99.999': 1000.0, '99.9999': 1000.0, '100.0': 1000.0}, 'scoreUnit': '#', 'rawData': [[1000.0]]}, 'tablesizemax': {'score': 1024.0, 'scoreError': 'NaN', 'scoreConfidence': [1024.0, 1024.0], 'scorePercentiles': {'0.0': 1024.0, '50.0': 1024.0, '90.0': 1024.0, '95.0': 1024.0, '99.0': 1024.0, '99.9': 1024.0, '99.99': 1024.0, '99.999': 1024.0, '99.9999': 1024.0, '100.0': 1024.0}, 'scoreUnit': '#', 'rawData': [[1024.0]]}, 'tablesizesum': {'score': 1024.0, 'scoreError': 'NaN', 'scoreConfidence': [1024.0, 1024.0], 'scorePercentiles': {'0.0': 1024.0, '50.0': 1024.0, '90.0': 1024.0, '95.0': 1024.0, '99.0': 1024.0, '99.9': 1024.0, '99.99': 1024.0, '99.999': 1024.0, '99.9999': 1024.0, '100.0': 1024.0}, 'scoreUnit': '#', 'rawData': [[1024.0]]}, 'totalmemory': {'score': 55576.0, 'scoreError': 'NaN', 'scoreConfidence': [55576.0, 55576.0], 'scorePercentiles': {'0.0': 55576.0, '50.0': 55576.0, '90.0': 55576.0, '95.0': 55576.0, '99.0': 55576.0, '99.9': 55576.0, '99.99': 55576.0, '99.999': 55576.0, '99.9999': 55576.0, '100.0': 55576.0}, 'scoreUnit': '#', 'rawData': [[55576.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,1000.0,1024.0,1024.0,55576.0,GUAVA_HASH_MULTISET,_,WORDCOUNT,1000,wordcount,GuavaMultiSetAdd,GuavaMultiSetAdd,wordcount
49,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '10000', 'workload': 'WORDCOUNT'}","{'score': 1643.275, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 1643.275, '50.0': 1643.275, '90.0': 1643.275, '95.0': 1643.275, '99.0': 1643.275, '99.9': 1643.275, '99.99': 1643.275, '99.999': 1643.275, '99.9999': 1643.275, '100.0': 1643.275}, 'scoreUnit': 'us/op', 'rawData': [[1643.275]]}","{'numentries': {'score': 10000.0, 'scoreError': 'NaN', 'scoreConfidence': [10000.0, 10000.0], 'scorePercentiles': {'0.0': 10000.0, '50.0': 10000.0, '90.0': 10000.0, '95.0': 10000.0, '99.0': 10000.0, '99.9': 10000.0, '99.99': 10000.0, '99.999': 10000.0, '99.9999': 10000.0, '100.0': 10000.0}, 'scoreUnit': '#', 'rawData': [[10000.0]]}, 'tablesizemax': {'score': 8192.0, 'scoreError': 'NaN', 'scoreConfidence': [8192.0, 8192.0], 'scorePercentiles': {'0.0': 8192.0, '50.0': 8192.0, '90.0': 8192.0, '95.0': 8192.0, '99.0': 8192.0, '99.9': 8192.0, '99.99': 8192.0, '99.999': 8192.0, '99.9999': 8192.0, '100.0': 8192.0}, 'scoreUnit': '#', 'rawData': [[8192.0]]}, 'tablesizesum': {'score': 8192.0, 'scoreError': 'NaN', 'scoreConfidence': [8192.0, 8192.0], 'scorePercentiles': {'0.0': 8192.0, '50.0': 8192.0, '90.0': 8192.0, '95.0': 8192.0, '99.0': 8192.0, '99.9': 8192.0, '99.99': 8192.0, '99.999': 8192.0, '99.9999': 8192.0, '100.0': 8192.0}, 'scoreUnit': '#', 'rawData': [[8192.0]]}, 'totalmemory': {'score': 373096.0, 'scoreError': 'NaN', 'scoreConfidence': [373096.0, 373096.0], 'scorePercentiles': {'0.0': 373096.0, '50.0': 373096.0, '90.0': 373096.0, '95.0': 373096.0, '99.0': 373096.0, '99.9': 373096.0, '99.99': 373096.0, '99.999': 373096.0, '99.9999': 373096.0, '100.0': 373096.0}, 'scoreUnit': '#', 'rawData': [[373096.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,10000.0,8192.0,8192.0,373096.0,GUAVA_HASH_MULTISET,_,WORDCOUNT,10000,wordcount,GuavaMultiSetAdd,GuavaMultiSetAdd,wordcount
50,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '100000', 'workload': 'WORDCOUNT'}","{'score': 9160.094, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 9160.094, '50.0': 9160.094, '90.0': 9160.094, '95.0': 9160.094, '99.0': 9160.094, '99.9': 9160.094, '99.99': 9160.094, '99.999': 9160.094, '99.9999': 9160.094, '100.0': 9160.094}, 'scoreUnit': 'us/op', 'rawData': [[9160.094]]}","{'numentries': {'score': 100000.0, 'scoreError': 'NaN', 'scoreConfidence': [100000.0, 100000.0], 'scorePercentiles': {'0.0': 100000.0, '50.0': 100000.0, '90.0': 100000.0, '95.0': 100000.0, '99.0': 100000.0, '99.9': 100000.0, '99.99': 100000.0, '99.999': 100000.0, '99.9999': 100000.0, '100.0': 100000.0}, 'scoreUnit': '#', 'rawData': [[100000.0]]}, 'tablesizemax': {'score': 32768.0, 'scoreError': 'NaN', 'scoreConfidence': [32768.0, 32768.0], 'scorePercentiles': {'0.0': 32768.0, '50.0': 32768.0, '90.0': 32768.0, '95.0': 32768.0, '99.0': 32768.0, '99.9': 32768.0, '99.99': 32768.0, '99.999': 32768.0, '99.9999': 32768.0, '100.0': 32768.0}, 'scoreUnit': '#', 'rawData': [[32768.0]]}, 'tablesizesum': {'score': 32768.0, 'scoreError': 'NaN', 'scoreConfidence': [32768.0, 32768.0], 'scorePercentiles': {'0.0': 32768.0, '50.0': 32768.0, '90.0': 32768.0, '95.0': 32768.0, '99.0': 32768.0, '99.9': 32768.0, '99.99': 32768.0, '99.999': 32768.0, '99.9999': 32768.0, '100.0': 32768.0}, 'scoreUnit': '#', 'rawData': [[32768.0]]}, 'totalmemory': {'score': 1898488.0, 'scoreError': 'NaN', 'scoreConfidence': [1898488.0, 1898488.0], 'scorePercentiles': {'0.0': 1898488.0, '50.0': 1898488.0, '90.0': 1898488.0, '95.0': 1898488.0, '99.0': 1898488.0, '99.9': 1898488.0, '99.99': 1898488.0, '99.999': 1898488.0, '99.9999': 1898488.0, '100.0': 1898488.0}, 'scoreUnit': '#', 'rawData': [[1898488.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,100000.0,32768.0,32768.0,1898488.0,GUAVA_HASH_MULTISET,_,WORDCOUNT,100000,wordcount,GuavaMultiSetAdd,GuavaMultiSetAdd,wordcount
51,de.heidelberg.pvs.container_bench.benchmarks.wordcount.GuavaMultiSetAdd.wordcount,1,1.8.0_181,1.21,/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java,[],1,1,1 ns,avgt,"{'doMemory': 'true', 'impl': 'GUAVA_HASH_MULTISET', 'seed': '-1', 'size': '1000000', 'workload': 'WORDCOUNT'}","{'score': 46533.086, 'scoreError': 'NaN', 'scoreConfidence': ['NaN', 'NaN'], 'scorePercentiles': {'0.0': 46533.086, '50.0': 46533.086, '90.0': 46533.086, '95.0': 46533.086, '99.0': 46533.086, '99.9': 46533.086, '99.99': 46533.086, '99.999': 46533.086, '99.9999': 46533.086, '100.0': 46533.086}, 'scoreUnit': 'us/op', 'rawData': [[46533.086]]}","{'numentries': {'score': 1000000.0, 'scoreError': 'NaN', 'scoreConfidence': [1000000.0, 1000000.0], 'scorePercentiles': {'0.0': 1000000.0, '50.0': 1000000.0, '90.0': 1000000.0, '95.0': 1000000.0, '99.0': 1000000.0, '99.9': 1000000.0, '99.99': 1000000.0, '99.999': 1000000.0, '99.9999': 1000000.0, '100.0': 1000000.0}, 'scoreUnit': '#', 'rawData': [[1000000.0]]}, 'tablesizemax': {'score': 131072.0, 'scoreError': 'NaN', 'scoreConfidence': [131072.0, 131072.0], 'scorePercentiles': {'0.0': 131072.0, '50.0': 131072.0, '90.0': 131072.0, '95.0': 131072.0, '99.0': 131072.0, '99.9': 131072.0, '99.99': 131072.0, '99.999': 131072.0, '99.9999': 131072.0, '100.0': 131072.0}, 'scoreUnit': '#', 'rawData': [[131072.0]]}, 'tablesizesum': {'score': 131072.0, 'scoreError': 'NaN', 'scoreConfidence': [131072.0, 131072.0], 'scorePercentiles': {'0.0': 131072.0, '50.0': 131072.0, '90.0': 131072.0, '95.0': 131072.0, '99.0': 131072.0, '99.9': 131072.0, '99.99': 131072.0, '99.999': 131072.0, '99.9999': 131072.0, '100.0': 131072.0}, 'scoreUnit': '#', 'rawData': [[131072.0]]}, 'totalmemory': {'score': 8407112.0, 'scoreError': 'NaN', 'scoreConfidence': [8407112.0, 8407112.0], 'scorePercentiles': {'0.0': 8407112.0, '50.0': 8407112.0, '90.0': 8407112.0, '95.0': 8407112.0, '99.0': 8407112.0, '99.9': 8407112.0, '99.99': 8407112.0, '99.999': 8407112.0, '99.9999': 8407112.0, '100.0': 8407112.0}, 'scoreUnit': '#', 'rawData': [[8407112.0]]}}",1,OpenJDK 64-Bit Server VM,25.181-b13,1,1,1 ns,1000000.0,131072.0,131072.0,8407112.0,GUAVA_HASH_MULTISET,_,WORDCOUNT,1000000,wordcount,GuavaMultiSetAdd,GuavaMultiSetAdd,wordcount
